"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
1013458,"December 23, 2017",Connecticut,Norwalk,"50 Washington St",0,2,N/A,41.099512,-73.419788,1,rooftop,50,"Washington St",,,Norwalk,CT,"Fairfield County",06854,US,"City of Norwalk"
1016180,"December 23, 2017",Florida,"Cape Coral","Hibiscus Dr",0,0,N/A,26.668748,-81.930397,1,street_center,,"Hibiscus Dr",,,"Cape Coral",FL,"Lee County",33909,US,"TIGER/Line® dataset from the US Census Bureau"
1013111,"December 23, 2017",Illinois,Chicago,"4700 W Belmont Ave",0,1,N/A,41.938718,-87.743896,1,range_interpolation,4700,"W Belmont Ave",,,Chicago,IL,"Cook County",60641,US,"TIGER/Line® dataset from the US Census Bureau"
1014844,"December 23, 2017","New Hampshire",Portsmouth,"20 Beechstone",0,0,N/A,43.02417,-70.786815,1,range_interpolation,20,Beechstone,,,Portsmouth,NH,"Rockingham County",03801,US,"TIGER/Line® dataset from the US Census Bureau"
1014971,"December 23, 2017",Louisiana,Eunice,"100 block of City Avenue",1,3,N/A,30.49437,-92.41763,0.33,place,,,,,Eunice,LA,"St. Landry Parish",70535,US,"TIGER/Line® dataset from the US Census Bureau"
1012940,"December 23, 2017",Indiana,"Fort Wayne","1400 Greene St",1,0,N/A,41.066049,-85.118386,1,range_interpolation,1400,"Greene St",,,"Fort Wayne",IN,"Allen County",46803,US,"TIGER/Line® dataset from the US Census Bureau"
1013695,"December 23, 2017",Louisiana,"New Orleans","5700 block of Crowder Blvd",1,0,N/A,29.958304,-90.077,0.33,place,,,,,"New Orleans",LA,"Orleans Parish",70112,US,"TIGER/Line® dataset from the US Census Bureau"
1013616,"December 23, 2017",Florida,Ocala,"3340 S Pine Ave",1,0,N/A,29.154626,-82.127314,1,rooftop,3340,"S Pine Ave",,,Ocala,FL,"Marion County",34471,US,Marion
1013093,"December 23, 2017","North Carolina",Charlotte,"1400 Block of LaSalle St",0,1,N/A,35.26002,-80.804151,0.33,place,,,,,Charlotte,NC,"Mecklenburg County",28201,US,"TIGER/Line® dataset from the US Census Bureau"
1013706,"December 23, 2017",Arizona,Mesa,"7026 E Colonial Club Drive",3,0,N/A,33.406059,-111.67926,1,rooftop,7026,"E Colonial Club Dr",,,Mesa,AZ,"Maricopa County",85208,US,"City of Mesa"
1013089,"December 23, 2017",Maryland,Baltimore,"600 block of N Dukeland St",1,0,N/A,39.296536,-76.623489,0.33,place,,,,,Baltimore,MD,"Baltimore City",21201,US,"TIGER/Line® dataset from the US Census Bureau"
1013097,"December 23, 2017",Maryland,Baltimore,"4900 block of Pembridge Ave",1,0,N/A,39.296536,-76.623489,0.33,place,,,,,Baltimore,MD,"Baltimore City",21201,US,"TIGER/Line® dataset from the US Census Bureau"
1013693,"December 23, 2017",Louisiana,"New Orleans","Middleboro Road and Yorktown Drive",0,1,N/A,30.03523,-89.989489,1,intersection,,"Middleboro Rd",,,"New Orleans",LA,"Orleans Parish",70127,US,"TIGER/Line® dataset from the US Census Bureau"
1013678,"December 23, 2017",Indiana,"Fort Wayne","6810 Bluffton Rd",0,1,N/A,41.019218,-85.16944,1,rooftop,6810,"Bluffton Rd",,,"Fort Wayne",IN,"Allen County",46809,US,Allen
1019283,"December 23, 2017",Mississippi,Gulfport,"2200 block of 17th Ave",0,0,N/A,30.382966,-89.102426,0.33,place,,,,,Gulfport,MS,"Harrison County",39501,US,"TIGER/Line® dataset from the US Census Bureau"
1013686,"December 23, 2017",Oregon,Gresham,"2000 block of NW 7th Pl",2,0,N/A,45.508117,-122.430233,0.33,place,,,,,Gresham,OR,"Multnomah County",97030,US,"TIGER/Line® dataset from the US Census Bureau"
1013005,"December 23, 2017",Indiana,"Fort Wayne","938 Herman St",0,2,N/A,41.080841,-85.154153,1,rooftop,938,"Herman St",,,"Fort Wayne",IN,"Allen County",46808,US,Allen
1013684,"December 23, 2017",Oregon,Portland,"300 block of SW Stark St",0,1,N/A,45.507856,-122.690794,0.33,place,,,,,Portland,OR,"Multnomah County",97201,US,"TIGER/Line® dataset from the US Census Bureau"
1012985,"December 23, 2017",Florida,Pensacola,"5104 N W St",0,0,N/A,30.462221,-87.251878,1,rooftop,5104,"N W St",,,Pensacola,FL,"Escambia County",32505,US,"MapWise (and individual Florida counties)"
1431126,"December 23, 2017",Maryland,"District Heights (Forestville)","3136 Donnell Dr",0,1,N/A,38.847479,-76.882242,1,rooftop,3136,"Donnell Dr",,,"District Heights",MD,"Prince George's County",20747,US,"Prince Georges"
1012998,"December 23, 2017",Pennsylvania,Chester,"3100 block of W 9th St",1,0,N/A,39.848163,-75.378098,0.33,place,,,,,Chester,PA,"Delaware County",19013,US,"TIGER/Line® dataset from the US Census Bureau"
1016408,"December 23, 2017","North Carolina",Eden,"Sunset and Hillcrest Dr",0,0,N/A,36.529672,-79.738379,0.8,intersection,,"Hillcrest Dr",,,Eden,NC,"Rockingham County",27288,US,"TIGER/Line® dataset from the US Census Bureau"
1923562,"December 23, 2017",Pennsylvania,Philadelphia,"1300 block of S 17th St",0,1,N/A,40.001811,-75.11787,0.33,place,,,,,Philadelphia,PA,"Philadelphia County",19101,US,"TIGER/Line® dataset from the US Census Bureau"
1012969,"December 23, 2017",Florida,Pensacola,"N Old Corry Field Rd",0,0,N/A,30.419024,-87.272395,1,street_center,,"N Old Corry Field Rd",,,Pensacola,FL,"Escambia County",32506,US,"TIGER/Line® dataset from the US Census Bureau"
1017665,"December 23, 2017",Ohio,Columbus,"1501 S High St",0,0,N/A,39.931338,-82.996069,1,rooftop,1501,"S High St",,,Columbus,OH,"Franklin County",43207,US,Franklin
1013125,"December 23, 2017","North Carolina",Kelly,"23705 NC 210 E",1,0,N/A,34.473993,-78.272715,1,rooftop,23705,"NC 210 Hwy E",,,Kelly,NC,"Bladen County",28448,US,Bladen
1014187,"December 23, 2017",Kentucky,Mannington,N/A,0,0,N/A,37.120044,-87.487501,0.8,place,,,,,Mannington,KY,"Christian County",42217,US,"TIGER/Line® dataset from the US Census Bureau"
1055144,"December 23, 2017",Nevada,"Las Vegas","512 Fremont St",0,1,N/A,36.169255,-115.139936,1,rooftop,512,"Fremont St",,,"Las Vegas",NV,"Clark County",89101,US,"Las Vegas"
1013896,"December 23, 2017",Alaska,Soldotna,N/A,0,1,N/A,60.48778,-151.05833,1,place,,,,,Soldotna,AK,"Kenai Peninsula Borough",99669,US,"TIGER/Line® dataset from the US Census Bureau"
1012957,"December 23, 2017",Florida,"Pompano Beach","3521 NW 8th Ave",0,1,N/A,26.274026,-80.133864,1,rooftop,3521,"NW 8th Ave",,,"Pompano Beach",FL,"Broward County",33064,US,Loveland
1016368,"December 23, 2017",Ohio,Columbus,"4381 Refugee Rd",0,0,N/A,39.915161,-82.879668,1,rooftop,4381,"Refugee Rd",,,Columbus,OH,"Franklin County",43232,US,Franklin
1013044,"December 23, 2017",Georgia,Savannah,"Wilder Dr and Avery St",0,1,N/A,32.074466,-81.083674,0.85,intersection,,"Avery St",,,Savannah,GA,"Chatham County",31401,US,"TIGER/Line® dataset from the US Census Bureau"
1013054,"December 23, 2017",Georgia,Savannah,"W 36th St and Harden St",0,1,N/A,32.060361,-81.108977,1,intersection,,"Harden St",,,Savannah,GA,"Chatham County",31415,US,"TIGER/Line® dataset from the US Census Bureau"
1013662,"December 23, 2017",Indiana,Indianapolis,"5000 E 17th St",0,1,N/A,39.789962,-86.084245,1,range_interpolation,5000,"E 17th St",,,Indianapolis,IN,"Marion County",46218,US,"TIGER/Line® dataset from the US Census Bureau"
1013657,"December 23, 2017",Indiana,Bloomington,"1400 N Woodburn Ave",1,1,N/A,39.178847,-86.535933,1,range_interpolation,1400,"N Woodburn Ave",,,Bloomington,IN,"Monroe County",47404,US,"TIGER/Line® dataset from the US Census Bureau"
1012950,"December 23, 2017","New York",Medford,"3102 Falcon Ave",2,0,N/A,40.834028,-72.979375,1,rooftop,3102,"Falcon Ave",,,Medford,NY,"Suffolk County",11763,US,Suffolk
1013555,"December 23, 2017",Wisconsin,Milwaukee,"3433 W National Ave",0,0,N/A,43.021332,-87.957409,1,rooftop,3433,"W National Ave",,,Milwaukee,WI,"Milwaukee County",53215,US,"City of Milwaukee"
1014392,"December 23, 2017",California,"San Francisco","2300 block of Mission St",0,1,N/A,37.776646,-122.417481,0.33,place,,,,,"San Francisco",CA,"San Francisco County",94101,US,"TIGER/Line® dataset from the US Census Bureau"
1063412,"December 23, 2017",Illinois,Cowden,"E Locust St",0,0,N/A,39.250194,-88.85989,1,street_center,,"E Locust St",,,Cowden,IL,"Shelby County",62422,US,"TIGER/Line® dataset from the US Census Bureau"
1013641,"December 23, 2017",Ohio,Westlake,"2550 Wyndgate Ct",0,0,N/A,41.453527,-81.950536,1,rooftop,2550,"Wyndgate Ct",,,Westlake,OH,"Cuyahoga County",44145,US,Cuyahoga
1013336,"December 23, 2017",Pennsylvania,Philadelphia,"2300 block of E Clearfield St",1,0,N/A,40.001811,-75.11787,0.33,place,,,,,Philadelphia,PA,"Philadelphia County",19101,US,"TIGER/Line® dataset from the US Census Bureau"
1013146,"December 23, 2017",Illinois,Chicago,"5200 W Ferdinand St",1,1,N/A,41.888784,-87.756074,1,range_interpolation,5200,"W Ferdinand St",,,Chicago,IL,"Cook County",60644,US,"TIGER/Line® dataset from the US Census Bureau"
1013585,"December 23, 2017",Illinois,Chicago,"11200 S Michigan Ave",1,0,N/A,41.690637,-87.621365,1,rooftop,11200,"S Michigan Ave",,,Chicago,IL,"Cook County",60628,US,"City of Chicago"
1017950,"December 23, 2017",Montana,Stevensville,"200 block of Buck St",0,1,N/A,46.50742,-114.08288,0.33,place,,,,,Stevensville,MT,"Ravalli County",59870,US,"TIGER/Line® dataset from the US Census Bureau"
1013930,"December 23, 2017","New Jersey",Trenton,"Lamberton St",0,1,N/A,40.205808,-74.75957,1,street_center,,"Lamberton St",,,Trenton,NJ,"Mercer County",08611,US,"TIGER/Line® dataset from the US Census Bureau"
1013924,"December 23, 2017","New Jersey",Bridgeton,"90 S Burlington Rd",0,0,N/A,39.419732,-75.210239,1,rooftop,90,"S Burlington Rd",,,Bridgeton,NJ,"Cumberland County",08302,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
1014289,"December 23, 2017",Missouri,"Saint James","17000 block of CR 3520",1,0,N/A,37.971347,-91.636399,0.33,place,,,,,"Saint James",MO,"Phelps County",65559,US,"TIGER/Line® dataset from the US Census Bureau"
1018244,"December 23, 2017","South Carolina","North Charleston","3000 Block of Osceola St",0,1,N/A,32.804202,-80.766791,0.51,nearest_rooftop_match,2903,"Black Creek Rd",,,Walterboro,SC,"Colleton County",29488,US,Colleton
1016047,"December 23, 2017",Georgia,Lawrenceville,N/A,0,0,N/A,34.00309,-84.012608,1,place,,,,,Lawrenceville,GA,"Gwinnett County",30043,US,"TIGER/Line® dataset from the US Census Bureau"
1013075,"December 23, 2017",Illinois,Chicago,"600 block of N Leamington Ave",0,1,N/A,41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
1013614,"December 23, 2017",Florida,Jacksonville,"4511 Portsmouth Dr",0,1,N/A,30.407964,-81.717701,0.87,rooftop,4511,"Portsmouth Ave",,,Jacksonville,FL,"Duval County",32208,US,Duval
1025497,"December 23, 2017","New York",Syracuse,"2710 James St",0,0,N/A,43.068648,-76.108371,1,rooftop,2710,"James St",,,Syracuse,NY,"Onondaga County",13206,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
1013605,"December 23, 2017",Texas,Lancaster,"3016 S I-35 E SR",0,2,N/A,32.626443,-96.822319,0.61,rooftop,3016,"N I",,,Desoto,TX,"Dallas County",75115,US,Dallas
1012942,"December 23, 2017",Texas,Longview,"1000 block of 12th St",1,0,N/A,32.517846,-94.730285,0.33,place,,,,,Longview,TX,"Gregg County",75601,US,"TIGER/Line® dataset from the US Census Bureau"
1013593,"December 23, 2017",Illinois,Chicago,"8700 S Wallace St",0,2,N/A,41.735495,-87.638986,1,rooftop,8700,"S Wallace St",,,Chicago,IL,"Cook County",60620,US,"City of Chicago"
1014082,"December 23, 2017",California,Stockton,"11000 block of E CA 26",0,1,N/A,37.672196,-121.298794,0.33,place,,,,,Stockton,CA,"San Joaquin County",95201,US,"TIGER/Line® dataset from the US Census Bureau"
1013071,"December 23, 2017",Illinois,"Richton Park","22100 Richton Rd",0,0,N/A,41.486906,-87.711495,1,range_interpolation,22100,"Richton Rd",,,"Richton Park",IL,"Cook County",60471,US,"TIGER/Line® dataset from the US Census Bureau"
1013417,"December 23, 2017",Nebraska,Omaha,"8910 Military Rd",0,1,N/A,41.31082,-96.051349,1,rooftop,8910,"Military Rd",,,Omaha,NE,"Douglas County",68134,US,Douglas
1013230,"December 23, 2017","North Carolina",Canton,N/A,0,1,N/A,35.53288,-82.83736,1,place,,,,,Canton,NC,"Haywood County",28716,US,"TIGER/Line® dataset from the US Census Bureau"
1013576,"December 23, 2017","New Jersey","Jersey City","Wegman Pkwy and Ocean Ave",0,1,N/A,40.703469,-74.080574,1,intersection,,"Ocean Ave",,,"Jersey City",NJ,"Hudson County",07305,US,"TIGER/Line® dataset from the US Census Bureau"
1013123,"December 23, 2017",Arizona,Tucson,"1500 block of W Calle Guadalajara",1,0,N/A,32.217975,-110.970869,0.33,place,,,,,Tucson,AZ,"Pima County",85701,US,"TIGER/Line® dataset from the US Census Bureau"
1013176,"December 23, 2017",Maryland,Nanjemoy,"8300 block of Bowie Rd",1,0,N/A,38.430568,-77.192545,0.33,place,,,,,Nanjemoy,MD,"Charles County",20662,US,"TIGER/Line® dataset from the US Census Bureau"
1012937,"December 23, 2017",Illinois,Chicago,"7000 S Carpenter St",0,1,N/A,41.76678,-87.650523,1,range_interpolation,7000,"S Carpenter St",,,Chicago,IL,"Cook County",60621,US,"TIGER/Line® dataset from the US Census Bureau"
1012933,"December 23, 2017",Illinois,Chicago,"900 S Western Ave",0,1,N/A,41.870097,-87.686496,1,rooftop,900,"S Western Ave",,,Chicago,IL,"Cook County",60612,US,"City of Chicago"
1012931,"December 23, 2017",Illinois,Chicago,"7100 W Diversey Ave",0,1,N/A,41.931048,-87.804248,0.9,rooftop,7100,"W Diversey Ave",,,Chicago,IL,"Cook County",60707,US,"City of Chicago"
1012928,"December 23, 2017",Illinois,Chicago,"3300 W Jackson Blvd",0,1,N/A,41.877453,-87.708444,1,range_interpolation,3300,"W Jackson Blvd",,,Chicago,IL,"Cook County",60624,US,"TIGER/Line® dataset from the US Census Bureau"
1012923,"December 23, 2017",Illinois,Chicago,"2500 N Marmora Ave",0,1,N/A,41.925828,-87.773709,1,rooftop,2500,"N Marmora Ave",,,Chicago,IL,"Cook County",60639,US,"City of Chicago"
1012953,"December 23, 2017","New York",Brooklyn,"1904 Surf Ave",0,1,N/A,0,0,0,,,,,,,,,,,
1012913,"December 23, 2017",Florida,"Fort Lauderdale (Lauderdale Lakes)","4140 N SR 7",0,1,N/A,26.17793,-80.20335,0.9,rooftop,4140,"N State Road 7",,,"Lauderdale Lakes",FL,"Broward County",33319,US,Statewide2
1012911,"December 23, 2017",Florida,Jacksonville,"10960 Beach Blvd",0,1,N/A,30.281192,-81.536338,1,rooftop,10960,"Beach Blvd",,,Jacksonville,FL,"Duval County",32246,US,"MapWise (and individual Florida counties)"
1013541,"December 23, 2017",Ohio,Toledo,"200 block of Everett St",0,1,N/A,41.720684,-83.569359,0.33,place,,,,,Toledo,OH,"Lucas County",43601,US,"TIGER/Line® dataset from the US Census Bureau"
1013535,"December 23, 2017",California,Stockton,"8500 block of Portola Ct",0,1,N/A,37.672196,-121.298794,0.33,place,,,,,Stockton,CA,"San Joaquin County",95201,US,"TIGER/Line® dataset from the US Census Bureau"
1013442,"December 23, 2017",Alabama,Birmingham,"224 12th St. W",1,0,N/A,33.504425,-86.857313,1,rooftop,224,"12th St W",,,Birmingham,AL,"Jefferson County",35208,US,Jefferson
1015456,"December 23, 2017",Montana,"Great Falls","1400 10th Ave S",0,0,N/A,47.493881,-111.282822,1,rooftop,1400,"10th Ave S",,,"Great Falls",MT,"Cascade County",59405,US,Cascade
1013488,"December 23, 2017",Louisiana,"New Orleans","Gordon St and North Villere St",0,1,N/A,29.963113,-90.010886,1,intersection,,"Gordon St",,,"New Orleans",LA,"Orleans Parish",70117,US,"TIGER/Line® dataset from the US Census Bureau"
1013461,"December 23, 2017",Connecticut,Trumbull,"2135 Old Town Rd",0,0,N/A,41.227967,-73.210362,0.9,rooftop,2135,"Old Town Rd",,,Bridgeport,CT,"Fairfield County",06606,US,"City of Bridgeport"
1013033,"December 23, 2017",Washington,"Yakima (Union Gap)","3600 block of S Tacoma St",0,1,N/A,46.557349,-120.475064,0.3,place,,,,,"Union Gap",WA,"Yakima County",98903,US,"TIGER/Line® dataset from the US Census Bureau"
1013440,"December 23, 2017",Louisiana,Natchitoches,"Berry Avenue and Dixie Street",0,1,N/A,31.769302,-93.097411,1,intersection,,"Berry Ave",,,Natchitoches,LA,"Natchitoches Parish",71457,US,"TIGER/Line® dataset from the US Census Bureau"
1013437,"December 23, 2017","New Mexico",Albuquerque,"3800 block of Montgomery Blvd NE",1,0,N/A,35.036441,-106.713353,0.6,rooftop,3800,"Blake Rd SW",,,Albuquerque,NM,"Bernalillo County",87121,US,Bernalillo
1013227,"December 23, 2017","South Carolina",Greenville,"4609 White Horse Rd",0,1,N/A,34.838818,-82.445199,0.78,nearest_rooftop_match,4607,"White Horse Rd",,,Greenville,SC,"Greenville County",29611,US,Greenville
1013888,"December 23, 2017",Iowa,"Sioux City","3440 Gordon Dr",0,1,N/A,42.48681,-96.363616,1,rooftop,3440,"Gordon Dr",,,"Sioux City",IA,"Woodbury County",51105,US,Statewide
1014186,"December 23, 2017",Washington,Sunnyside,"1320 S 11th St",0,0,N/A,46.314639,-120.005363,1,rooftop,1320,"S 11th St",,,Sunnyside,WA,"Yakima County",98944,US,"City of Yakima"
1013194,"December 23, 2017",Ohio,Dublin,"6400 Emerald Parkway",1,0,N/A,40.081892,-83.140896,1,rooftop,6400,"Emerald Pkwy",,,Dublin,OH,"Franklin County",43016,US,Franklin
1014268,"December 23, 2017",Massachusetts,Springfield,"17 Knox St",0,0,N/A,42.096299,-72.57075,1,rooftop,17,"Knox St",,,Springfield,MA,"Hampden County",01105,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
1013689,"December 23, 2017",Missouri,"Kansas City","400 block of Jackson Ave",1,0,N/A,39.102404,-94.598583,0.33,place,,,,,"Kansas City",MO,"Jackson County",64101,US,"TIGER/Line® dataset from the US Census Bureau"
1013241,"December 23, 2017",Pennsylvania,"Pittsburgh (Churchill)","2300 block of Forest Dr",1,1,N/A,40.435791,-79.86427,0.27,place,,,,,Churchill,PA,"Allegheny County",15221,US,"TIGER/Line® dataset from the US Census Bureau"
1013435,"December 23, 2017","New Hampshire",Canaan,"Switch Rd and US-4",1,0,N/A,43.700149,-72.042585,1,street_center,,"Switch Rd",,,Canaan,NH,"Grafton County",03741,US,"TIGER/Line® dataset from the US Census Bureau"
1013870,"December 23, 2017","New York",Gerry,"Wilson St",0,0,N/A,42.19571,-79.25377,1,street_center,,"Wilson St",,,Gerry,NY,"Chautauqua County",14740,US,"TIGER/Line® dataset from the US Census Bureau"
1016236,"December 23, 2017","New Jersey",Trenton,"Stuyvesant Ave",0,0,N/A,40.238696,-74.787385,1,street_center,,"Stuyvesant Ave",,,Trenton,NJ,"Mercer County",08618,US,"TIGER/Line® dataset from the US Census Bureau"
1013036,"December 23, 2017",Georgia,Hephzibah,"2300 block of Patrick Ave",1,0,N/A,33.32229,-82.058032,0.33,place,,,,,Hephzibah,GA,"Richmond County",30815,US,"TIGER/Line® dataset from the US Census Bureau"
1013377,"December 23, 2017",Alabama,Birmingham,"3rd Ave N and 9th St N",0,4,N/A,33.509112,-86.822006,1,intersection,,"3rd Ave N",,,Birmingham,AL,"Jefferson County",35203,US,"TIGER/Line® dataset from the US Census Bureau"
1013402,"December 23, 2017",Texas,Killeen,"701 W Elms Rd",0,0,N/A,31.086225,-97.753603,1,rooftop,701,"W Elms Rd",,,Killeen,TX,"Bell County",76542,US,"City of Killeen"
1013822,"December 23, 2017",California,Vallejo,"401 York St",1,2,N/A,38.099958,-122.256485,1,rooftop,401,"York St",,,Vallejo,CA,"Solano County",94590,US,Solano
1014133,"December 23, 2017",Pennsylvania,Reading,"1600 block of Perkiomen Ave",1,0,N/A,40.357242,-75.940153,0.33,place,,,,,Reading,PA,"Berks County",19601,US,"TIGER/Line® dataset from the US Census Bureau"
1013830,"December 22, 2017",California,Hemet,"700 block of Coral Ave",0,0,N/A,33.667301,-116.963506,0.33,place,,,,,Hemet,CA,"Riverside County",92543,US,"TIGER/Line® dataset from the US Census Bureau"
1014661,"December 22, 2017","South Carolina",Ladson,"Ladson Rd",0,0,N/A,32.986499,-80.105046,1,street_center,,"Ladson Rd",,,Ladson,SC,"Charleston County",29456,US,"TIGER/Line® dataset from the US Census Bureau"
1013128,"December 22, 2017","North Carolina",Greensboro,"204 E Seneca Dr",1,0,N/A,36.036071,-79.786274,1,rooftop,204,"E Seneca Rd",,,Greensboro,NC,"Guilford County",27406,US,Guilford
1015961,"December 22, 2017",California,Stockton,"1600 block of W Poplar St",0,0,N/A,37.672196,-121.298794,0.33,place,,,,,Stockton,CA,"San Joaquin County",95201,US,"TIGER/Line® dataset from the US Census Bureau"
1015971,"December 22, 2017",California,Stockton,"8500 block of Portola Ct",0,1,N/A,37.672196,-121.298794,0.33,place,,,,,Stockton,CA,"San Joaquin County",95201,US,"TIGER/Line® dataset from the US Census Bureau"
1013355,"December 22, 2017",Oklahoma,"Oklahoma City","N Ann Arbor Ave and NW 23rd St",0,0,N/A,35.493286,-97.610022,1,intersection,,"N Ann Arbor Ave",,,"Oklahoma City",OK,"Oklahoma County",73127,US,"TIGER/Line® dataset from the US Census Bureau"
1013349,"December 22, 2017",Michigan,Beaverton,"Hay Rd and E Highwood Rd",1,0,N/A,43.927861,-84.306604,0.98,intersection,,"E Highwood Rd",,,Beaverton,MI,"Gladwin County",48612,US,"TIGER/Line® dataset from the US Census Bureau"
1014667,"December 22, 2017","South Carolina","North Charleston","Ranger Dr",0,0,N/A,32.85733,-79.991365,1,street_center,,"Ranger Dr",,,"North Charleston",SC,"Charleston County",29405,US,"TIGER/Line® dataset from the US Census Bureau"
1013326,"December 22, 2017",Michigan,"White Lake","11200 Block of Lake Haven Dr",0,0,N/A,42.657698,-83.534444,0.33,place,,,,,"White Lake",MI,"Oakland County",48383,US,"TIGER/Line® dataset from the US Census Bureau"
1014652,"December 22, 2017",Virginia,Hampton,"2100 block of Kecoughtan Rd",0,1,N/A,37.072658,-76.38992,0.33,place,,,,,Hampton,VA,"Hampton City",23630,US,"TIGER/Line® dataset from the US Census Bureau"
1012750,"December 22, 2017",Mississippi,Pascagoula,"Ingalls Ave and Martin Ave",0,0,N/A,30.354812,-88.52394,1,intersection,,"Ingalls Ave",,,Pascagoula,MS,"Jackson County",39581,US,"TIGER/Line® dataset from the US Census Bureau"
1013084,"December 22, 2017","District of Columbia",Washington,"5200 block of E St SE",0,0,N/A,38.911936,-77.016719,0.33,place,,,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
1013077,"December 22, 2017","District of Columbia",Washington,"3324 Wheeler Rd SE",0,0,N/A,38.840942,-76.992501,1,rooftop,3324,"Wheeler Rd SE",,,Washington,DC,"District of Columbia",20032,US,Statewide
1013091,"December 22, 2017",Maryland,Baltimore,"900 block of N Milton Ave",0,0,N/A,39.296536,-76.623489,0.33,place,,,,,Baltimore,MD,"Baltimore City",21201,US,"TIGER/Line® dataset from the US Census Bureau"
1012748,"December 22, 2017","North Carolina","High Point","N Main St and Westchester Dr",0,1,N/A,35.983686,-80.023581,0.66,intersection,,"N Main St",,,"High Point",NC,"Guilford County",27262,US,"TIGER/Line® dataset from the US Census Bureau"
1012272,"December 22, 2017","District of Columbia",Washington,"100 block of Wayne Pl SE",0,1,N/A,38.911936,-77.016719,0.33,place,,,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
1013313,"December 22, 2017",Oklahoma,Tulsa,"E 29th St",0,1,N/A,36.063095,-95.804231,0.33,place,,,,,Tulsa,OK,"Tulsa County",74102,US,"TIGER/Line® dataset from the US Census Bureau"
1013512,"December 22, 2017","North Carolina","Mount Airy","McBride Road",0,1,N/A,36.535576,-80.558632,1,street_center,,"McBride Rd",,,"Mount Airy",NC,"Surry County",27030,US,"TIGER/Line® dataset from the US Census Bureau"
1013104,"December 22, 2017",Maryland,Baltimore,"Broadway and E Eager St",0,1,N/A,39.301881,-76.594658,0.8,intersection,,"E Eager St",,,Baltimore,MD,"Baltimore City",21205,US,"TIGER/Line® dataset from the US Census Bureau"
1012732,"December 22, 2017",Louisiana,Shreveport,"2900 block of Lillian Street",0,1,N/A,32.498202,-93.750228,0.33,place,,,,,Shreveport,LA,"Caddo Parish",71101,US,"TIGER/Line® dataset from the US Census Bureau"
1197540,"December 22, 2017",Ohio,"Cleveland (Mayfield Heights)","1300 block of Ranchland Dr",1,0,N/A,41.519219,-81.457896,0.27,place,,,,,"Mayfield Heights",OH,"Cuyahoga County",44124,US,"TIGER/Line® dataset from the US Census Bureau"
1012696,"December 22, 2017",Georgia,Milledgeville,"1498 Edwards St",0,1,N/A,33.062489,-83.222147,0.61,nearest_rooftop_match,1451,"S Edwards St",,,Milledgeville,GA,"Baldwin County",31061,US,"Baldwin County G"
1016595,"December 22, 2017","North Carolina",Newport,"121 Lee St",0,0,N/A,34.808241,-76.87211,1,rooftop,121,"Lee St",,,Newport,NC,"Carteret County",28570,US,"NC Geographic Information Coordinating Council"
1017327,"December 22, 2017",Arkansas,Monticello,"199 Cook Ln",0,1,N/A,33.492297,-91.756238,1,rooftop,199,"Cook Ln",,,Monticello,AR,"Drew County",71655,US,"Arkansas Geographic Information Office"
1013046,"December 22, 2017",Arizona,Phoenix,"3205 E McDowell Rd",0,1,N/A,33.46558,-112.012761,1,range_interpolation,3205,"E McDowell Rd",,,Phoenix,AZ,"Maricopa County",85008,US,"TIGER/Line® dataset from the US Census Bureau"
1013016,"December 22, 2017",Georgia,"Atlanta (College Park)","5065 Old National Hwy",3,0,N/A,33.620902,-84.473676,0.6,street_center,,"Old National Hwy",,,Atlanta,GA,"Fulton County",30349,US,"TIGER/Line® dataset from the US Census Bureau"
1012709,"December 22, 2017",Iowa,"Des Moines","910 E. Hull Ave",0,1,N/A,41.622418,-93.605977,1,range_interpolation,910,"E Hull Ave",,,"Des Moines",IA,"Polk County",50316,US,"TIGER/Line® dataset from the US Census Bureau"
1012311,"December 22, 2017",Maryland,Baltimore,"1100 block of N Montford St",0,1,N/A,39.296536,-76.623489,0.33,place,,,,,Baltimore,MD,"Baltimore City",21201,US,"TIGER/Line® dataset from the US Census Bureau"
1012662,"December 22, 2017",Washington,Richland,"624 Wellsian Way",0,0,N/A,46.274047,-119.283849,1,rooftop,624,"Wellsian Way",,,Richland,WA,"Benton County",99352,US,"City of Richland"
1012647,"December 22, 2017",Illinois,Chicago,"5900 W Diversey Ave",0,1,N/A,41.93144,-87.773748,1,rooftop,5900,"W Diversey Ave",,,Chicago,IL,"Cook County",60639,US,"City of Chicago"
1012645,"December 22, 2017",Florida,Kissimmee,"2393 Great Harbor Dr",0,0,N/A,28.233388,-81.429116,1,rooftop,2393,"Great Harbor Dr",,,Kissimmee,FL,"Osceola County",34746,US,Osceola
